iter	Logloss
143	0.4504603255
144	0.4503046363
145	0.4499249027
146	0.4497713506
147	0.4497713456
148	0.4495907582
149	0.4493047546
150	0.4489044046
151	0.4483899576
152	0.4482445032
153	0.4481129916
154	0.4480938779
155	0.4480619422
156	0.4476631107
157	0.4473176679
158	0.4470411041
159	0.446635475
160	0.446407055
161	0.4464070544
162	0.445983868
163	0.4458887041
164	0.4456047252
165	0.4455441217
166	0.4454433548
167	0.4447673283
168	0.4444325565
169	0.4442652995
170	0.4439906428
171	0.4435299882
172	0.4427253014
173	0.4426604256
174	0.4425400613
175	0.4422975186
176	0.4422039916
177	0.4419197076
178	0.4416743093
179	0.4413478424
180	0.4408811035
181	0.4406671189
182	0.4406017053
183	0.4403516807
184	0.4396760271
185	0.4393081503
186	0.4388629299
187	0.4383392624
188	0.4383392531
189	0.4379014123
190	0.4374035156
191	0.4371341816
192	0.4367197199
193	0.43616963
194	0.4357006304
195	0.4351176257
196	0.4350944641
197	0.4347799505
198	0.4346382989
199	0.4345451092
200	0.4341655317
201	0.4339797307
202	0.4335943698
203	0.4332045585
204	0.433143017
205	0.4327474992
206	0.4325223527
207	0.4324915764
208	0.432091695
209	0.4318698249
210	0.4313033952
211	0.4311974805
212	0.4311737896
213	0.4311234822
214	0.4308641245
215	0.4308139875
216	0.4303161274
217	0.4302439847
218	0.4299475916
219	0.4296607902
220	0.4290780845
221	0.4289181209
222	0.4285458306
223	0.4281853936
224	0.4276678217
225	0.4271678529
226	0.426687627
227	0.4260875106
228	0.4258758116
229	0.4254997214
230	0.4250790212
231	0.4248298869
232	0.4245173536
233	0.4244254099
234	0.424409019
235	0.424023404
236	0.4238447806
237	0.4236293522
238	0.4233739292
239	0.4227571848
240	0.4224123791
241	0.4224093965
242	0.4218726924
243	0.421385421
244	0.4211307017
245	0.420686759
246	0.4203929374
247	0.4203032524
248	0.4198524123
249	0.4197630783
250	0.4197479363
251	0.419484559
252	0.4194547581
253	0.4192353259
254	0.4187367196
255	0.4185521654
256	0.4181627642
257	0.4179568593
258	0.4176790893
259	0.4175822729
260	0.4171806761
261	0.4166046622
262	0.4162909831
263	0.4161508695
264	0.4156039147
265	0.4153420842
266	0.4153274296
267	0.4152382992
268	0.4150762108
269	0.4149814355
270	0.4145894481
271	0.414333695
272	0.4141827765
273	0.4139557411
274	0.4134489717
275	0.4134153817
276	0.4130482058
277	0.4128579617
278	0.412503107
279	0.4121905639
280	0.4121804015
281	0.4120789358
282	0.4115969729
283	0.4114899509
284	0.4109103525
285	0.4105362016
286	0.4100934513
287	0.4099177998
288	0.409615323
289	0.4091918827
290	0.4090659353
291	0.40905592
292	0.4087502227
293	0.4085092041
294	0.408189768
295	0.4078026492
296	0.407772543
297	0.4076702798
298	0.4076142093
299	0.4070843503
300	0.4067383397
301	0.4063230138
302	0.4060048353
303	0.4059971609
304	0.4056069457
305	0.4054065384
306	0.4053787062
307	0.4052693968
308	0.4052582602
309	0.4049047093
310	0.4046133013
311	0.404610453
312	0.4045994
313	0.4044488391
314	0.4043349516
315	0.4041417606
316	0.4040403083
317	0.4039264178
318	0.4035018492
319	0.4031257595
320	0.4027751296
321	0.402487247
322	0.4021062824
323	0.4016821168
324	0.4013595347
325	0.4012679326
326	0.4012613859
327	0.4010162382
328	0.4004981418
329	0.4002778326
330	0.4000231616
331	0.399795904
332	0.3996291177
333	0.3995038678
334	0.3992691224
335	0.3989076941
336	0.3984291015
337	0.3980770471
338	0.3978170936
339	0.3977224782
340	0.3976132791
341	0.3975480703
342	0.397541824
343	0.3975158289
344	0.3974382807
345	0.3971376902
346	0.3967497207
347	0.396235929
348	0.3959985892
349	0.3957861254
350	0.3954570192
351	0.3951570585
352	0.395142067
353	0.3947693074
354	0.3944526222
355	0.3942528084
356	0.3940342025
357	0.3937732274
358	0.393533147
359	0.3930581394
360	0.3929109909
361	0.3925936787
362	0.3925881682
363	0.3923681864
364	0.3918908261
365	0.391885356
366	0.3915117809
367	0.3913484374
368	0.3913167807
369	0.3911723029
370	0.3908665284
371	0.3905244626
372	0.3903558518
373	0.3902907174
374	0.3899864426
375	0.3896931807
376	0.389372929
377	0.3891747071
378	0.3890678528
379	0.3887892238
380	0.3884706806
381	0.3884116793
382	0.3883934855
383	0.387888351
384	0.3875334695
385	0.3874991134
386	0.3870728441
387	0.3870561562
388	0.3867438157
389	0.3863640168
390	0.3860295855
391	0.3859875205
392	0.3857803285
393	0.3856321978
394	0.3854914456
395	0.3851604688
396	0.3848717005
397	0.3845105121
398	0.3840072446
399	0.3838191284
400	0.3837471136
401	0.3835784922
402	0.3835339906
403	0.3832369861
404	0.3831990743
405	0.3829337135
406	0.3826405419
407	0.3824667158
408	0.3822563314
409	0.3820501273
410	0.3818687986
411	0.3818641418
412	0.3815964897
413	0.3811942695
414	0.3811233343
415	0.38095559
416	0.3803553477
417	0.3801580576
418	0.3801348046
419	0.3798537072
420	0.379715367
421	0.3792452992
422	0.3789915868
423	0.3788162881
424	0.3787587978
425	0.3783471191
426	0.3780626901
427	0.3778010517
428	0.3775602237
429	0.3773770094
430	0.3772039925
431	0.3771498093
432	0.3767640272
433	0.3765611777
434	0.3764569897
435	0.376361125
436	0.3761728047
437	0.3760012409
438	0.3757295509
439	0.3752859353
440	0.3752589764
441	0.3748267334
442	0.3745204649
443	0.3743653978
444	0.3739574009
445	0.3738289733
446	0.3736618407
447	0.3733797456
448	0.3731326942
449	0.3725992097
450	0.3725335788
451	0.3724283175
452	0.3722580169
453	0.3718206928
454	0.3716539845
455	0.3714227074
456	0.3711160398
457	0.3710769577
458	0.3710052186
459	0.3707607874
460	0.3705199433
461	0.3702534541
462	0.3701553739
463	0.3698854935
464	0.3698215662
465	0.3696265471
466	0.3693857293
467	0.3693282848
468	0.369047059
469	0.3687939643
470	0.3686514003
471	0.3684332288
472	0.3684184028
473	0.3682094746
474	0.368172854
475	0.3679801439
476	0.3677920778
477	0.3676285045
478	0.3675775146
479	0.3675435499
480	0.367409663
481	0.3672784787
482	0.3671862504
483	0.3671775394
484	0.3670336838
485	0.3669862125
486	0.3669007515
487	0.3668465935
488	0.366749127
489	0.3667238275
490	0.3664768514
491	0.3662831542
492	0.3661361236
493	0.3657088969
494	0.3655589765
495	0.3653042974
496	0.365003322
497	0.3648347533
498	0.3647560954
499	0.3644222671
500	0.364198066
501	0.36390378
502	0.3637277021
503	0.3636935457
504	0.3636702665
505	0.3634587298
506	0.3631894621
507	0.36294116
508	0.3627256621
509	0.3623051452
510	0.3621770732
511	0.3621230651
512	0.3618891262
513	0.3617615417
514	0.361472271
515	0.3610703911
516	0.3608391519
517	0.360372811
518	0.3601490488
519	0.3598123742
520	0.3596364518
521	0.3595022926
522	0.3591533614
523	0.3588314181
524	0.3587019778
525	0.3584360612
526	0.358360511
527	0.3581414759
528	0.3579662411
529	0.3576399425
530	0.357419472
531	0.3573933913
532	0.3572147616
533	0.3570583938
534	0.3570062812
535	0.3568481247
536	0.3567952983
537	0.3567333085
538	0.3565298489
539	0.3562564593
540	0.3559905373
541	0.3558610875
542	0.3557990598
543	0.3555900609
544	0.3554924229
545	0.3552354306
546	0.3551672725
547	0.3549153654
548	0.3548141295
549	0.3546167667
550	0.3543265813
551	0.3543103129
552	0.3540978629
553	0.3537607911
554	0.3534322349
555	0.3532535542
556	0.3530935609
557	0.3527653428
558	0.3526213241
559	0.352533053
560	0.3524406285
561	0.3522362933
562	0.3520844349
563	0.3520440625
564	0.3519048856
565	0.3517150801
566	0.3516150292
567	0.3511996702
568	0.3511476612
569	0.3508173541
570	0.3506674337
571	0.3506630186
572	0.3506603113
573	0.3504965783
574	0.350144755
575	0.349976386
576	0.3497705849
577	0.3497091865
578	0.3494068122
579	0.3491344289
580	0.3489859169
581	0.3488301253
582	0.3486416839
583	0.3485379053
584	0.348485936
585	0.3483579398
586	0.3479630584
587	0.347841428
588	0.347632311
589	0.3475315061
590	0.3472899349
591	0.3471632494
592	0.3469112735
593	0.3467422654
594	0.3466839655
595	0.3464350477
596	0.3463579705
597	0.3461613634
598	0.3458700529
599	0.3458441073
600	0.3456086172
601	0.3453378165
602	0.3451011883
603	0.3450729386
604	0.3450154219
605	0.3447699141
606	0.3446451984
607	0.3444567075
608	0.3442550688
609	0.344081002
610	0.3438547297
611	0.3436932466
612	0.3435170805
613	0.3432064785
614	0.3430327105
615	0.3429620069
616	0.3426753225
617	0.3425829331
618	0.342508624
619	0.3424101076
620	0.3422067367
621	0.3421277872
622	0.3420204843
623	0.3418206691
624	0.3417501975
625	0.3414502168
626	0.3412942876
627	0.3411777645
628	0.3409399238
629	0.340860861
630	0.3406854604
631	0.3406579903
632	0.3405796341
633	0.3403628293
634	0.3400997414
635	0.340030001
636	0.3399739372
637	0.3397063302
638	0.3396303421
639	0.3396261101
640	0.3395045
641	0.3393322354
642	0.3391904627
643	0.3391438191
644	0.3390798958
645	0.3390230076
646	0.3389439676
647	0.3387488333
648	0.3386479649
649	0.3384938647
650	0.3383338766
651	0.3381910834
652	0.3380515637
653	0.3379763464
654	0.337699852
655	0.337660948
656	0.3376051932
657	0.3375431663
658	0.337481997
659	0.3373978042
660	0.33721882
661	0.3369619037
662	0.3368889974
663	0.336802702
664	0.3366442335
665	0.3364005987
666	0.3362489774
667	0.3361779133
668	0.3360013047
669	0.3358941616
670	0.3356478818
671	0.3354603002
672	0.3353582342
673	0.3352565875
674	0.3351543641
675	0.3350274864
676	0.3349913099
677	0.3349016356
678	0.3347614496
679	0.3346481751
680	0.3344117468
681	0.3342414885
682	0.3341045155
683	0.3339110404
684	0.3338473418
685	0.3337204756
686	0.3334511849
687	0.3332670485
688	0.3330862299
689	0.3329567811
690	0.3327839269
691	0.3327595548
692	0.3326616897
693	0.3325449183
694	0.3324978034
695	0.3323767391
696	0.3323137063
697	0.3321925161
698	0.3319100416
699	0.3317971638
700	0.3317072378
701	0.3314864731
702	0.3313652919
703	0.3310701599
704	0.3310313728
705	0.3308741551
706	0.3307690196
707	0.3306282717
708	0.3305730749
709	0.3304607851
710	0.3302204906
711	0.3300204701
712	0.3299760477
713	0.3299189085
714	0.3298578731
715	0.3297862986
716	0.3297473422
717	0.3296736326
718	0.3296233565
719	0.3293891443
720	0.3292847329
721	0.3289907765
722	0.3289265233
723	0.3287190932
724	0.3286268182
725	0.3285823065
726	0.3283224115
727	0.3282704721
728	0.3282406717
729	0.3280348283
730	0.3278155646
731	0.3277167355
732	0.3276303125
733	0.3275071678
734	0.3273432541
735	0.3272017541
736	0.3271172901
737	0.3269615643
738	0.3268312336
739	0.3267404794
740	0.3265950028
741	0.3265503422
742	0.3263536122
743	0.3262032202
744	0.3260586472
745	0.3260294519
746	0.3258674165
747	0.3258509469
748	0.325675914
749	0.3254970569
750	0.3253757841
751	0.3252768456
752	0.325220771
753	0.3250351988
754	0.3248937391
755	0.3247921278
756	0.3247728004
757	0.3247201828
758	0.3244795778
759	0.3243355056
760	0.3241459486
761	0.3240331071
762	0.3240154337
763	0.3237838645
764	0.3234770921
765	0.3233071346
766	0.3230710422
767	0.3227557653
768	0.3225383162
769	0.3221919935
770	0.3221797706
771	0.321765857
772	0.3216720157
773	0.321622945
774	0.3216047641
775	0.3213560518
776	0.3212991956
777	0.3211095232
778	0.3209951461
779	0.3207759753
780	0.3207265694
781	0.320557292
782	0.3204830478
783	0.3203770915
784	0.3202436226
785	0.3200927988
786	0.3199060113
787	0.3196576346
788	0.3195527809
789	0.3192760127
790	0.3192566725
791	0.3191753294
792	0.3190837173
793	0.3190293852
794	0.3189421723
795	0.3188831189
796	0.3188175884
797	0.3185959731
798	0.3185254964
799	0.3183471555
800	0.3182219246
801	0.3181079434
802	0.3180498326
803	0.3179181215
804	0.317856662
805	0.3177529431
806	0.3175842642
807	0.3173979402
808	0.3171469983
809	0.3170510466
810	0.3169207447
811	0.3169138871
812	0.3168864034
813	0.3168131521
814	0.3164716394
815	0.3162996167
816	0.3162764052
817	0.3159625057
818	0.3159037945
819	0.3157885343
820	0.3155646515
821	0.3154616073
822	0.3153985246
823	0.3152511697
824	0.3150982077
825	0.3149461454
826	0.3147434815
827	0.3144907526
828	0.3144522418
829	0.3143472846
830	0.3143226762
831	0.3141724651
832	0.314171756
833	0.3140986393
834	0.3139648273
835	0.3136260631
836	0.3135531503
837	0.3134723195
838	0.3134557045
839	0.3132835067
840	0.3132510971
841	0.3132095398
842	0.3131533848
843	0.3130069323
844	0.3127437529
845	0.3125057406
846	0.3121806046
847	0.3119769204
848	0.311742398
849	0.3116281787
850	0.3115623933
851	0.3114285936
852	0.3114075945
853	0.3111664024
854	0.3108550599
855	0.3106776959
856	0.3105979423
857	0.3105585815
858	0.3103987461
859	0.3101358297
860	0.3100083387
861	0.3098831018
862	0.3098149048
863	0.3096218839
864	0.3095696789
865	0.309533923
866	0.309437516
867	0.3094041315
868	0.309247498
869	0.3091581858
870	0.3091035046
871	0.3090388613
872	0.3089845387
873	0.308977227
874	0.3088835563
875	0.3086970904
876	0.3086369761
877	0.3086252746
878	0.3084886156
879	0.3083841262
880	0.3083015986
881	0.3079593182
882	0.3078299605
883	0.3077813291
884	0.3076907197
885	0.3076865015
886	0.3075952404
887	0.3073911421
888	0.3071687463
889	0.3069980513
890	0.3068799238
891	0.3066975137
892	0.3065744211
893	0.3064437649
894	0.3062867169
895	0.3062718377
896	0.3060067347
897	0.3058254772
898	0.305643157
899	0.3055185226
900	0.3054928141
901	0.3054682519
902	0.3053916826
903	0.305217454
904	0.3049882898
905	0.3048218854
906	0.3047211237
907	0.3044042825
908	0.3042844594
909	0.3041848817
910	0.3040121265
911	0.3038475415
912	0.3037174277
913	0.3036810501
914	0.30345098
915	0.3034180748
916	0.303166538
917	0.3028979298
918	0.3027035215
919	0.3026111467
920	0.3024552404
921	0.3024116698
922	0.3021081171
923	0.3019597454
924	0.3018443371
925	0.3016853319
926	0.301510274
927	0.3014255023
928	0.3013730854
929	0.3013050675
930	0.3008684004
931	0.3008589949
932	0.3008358128
933	0.3007733847
934	0.3006303127
935	0.3005967373
936	0.3004674507
937	0.3003644882
938	0.3001894648
939	0.3000921493
940	0.3000605819
941	0.2999741152
942	0.2998302194
943	0.2997371767
944	0.2996621658
945	0.2994435469
946	0.299371051
947	0.2993579364
948	0.2992138736
949	0.2991963511
950	0.2990312114
951	0.2989258058
952	0.2986971908
953	0.2985958082
954	0.2985276217
955	0.2984374238
956	0.2982569287
957	0.2982145581
958	0.2980492862
959	0.2979972845
960	0.2978503133
961	0.2976828379
962	0.2975327823
963	0.2975109441
964	0.2973142797
965	0.297178317
966	0.2970793965
967	0.2968981272
968	0.2967792584
969	0.2967324785
970	0.2967092957
971	0.2965459516
972	0.2965269666
973	0.2964334132
974	0.2963377729
975	0.296129772
976	0.2960076857
977	0.2959143376
978	0.2959034589
979	0.2958778954
980	0.2957260149
981	0.2955237092
982	0.295498519
983	0.2953919007
984	0.2952952491
985	0.2951173703
986	0.2949447808
987	0.2947306824
988	0.2945683619
989	0.2944533163
990	0.2944102906
991	0.294376018
992	0.2942575994
993	0.2942399733
994	0.294116875
995	0.2940307742
996	0.2939556597
997	0.2938794522
998	0.2936104756
999	0.2934301834
